UseID,TrackID,Score
199858,269486,0.938820807
199858,30595,0.929737142
199858,37731,0.667794628
199859,22400,0.211226587
199859,105128,0.926394329
199859,2877,0.716649429
199859,51667,0.211226587
199859,289911,0.939797442
199859,17,0.211226587
199861,192584,0.34516929
199861,56525,0.34516929
199861,94381,0.929737142
199861,249701,0.342461413
199861,127111,0.211226587
199861,77154,0.929737142
199862,80123,0.211226587
199862,108161,0.34516929
199862,179298,0.338288341
199862,280411,0.211226587
199862,196729,0.342461413
199862,225847,0.706855181
199863,222604,0.936528149
199863,126413,0.712484651
199863,144718,0.939191523
199863,241999,0.211226587
199863,184020,0.937651289
199863,249930,0.338288341
199866,142729,0.211226587
199866,117929,0.64765743
199866,252600,0.929737142
199866,125126,0.211226587
199866,46889,0.638143046
199866,291314,0.927675627
199868,24085,0.918480181
199868,80589,0.211226587
199868,79604,0.211226587
199868,218286,0.211226587
199868,122067,0.211226587
199868,257899,0.211226587
199873,8379,0.340152754
199873,217580,0.340996218
199873,65230,0.639684697
199873,65855,0.340996218
199873,241597,0.712484651
199873,187050,0.713316404
199876,257097,0.707175292
199876,277360,0.938627923
199876,69317,0.340996218
199876,47894,0.630259909
199876,102449,0.937651289
199876,267088,0.211226587
199880,266143,0.211226587
199880,224615,0.929737142
199880,154327,0.211226587
199880,14107,0.929737142
199880,22640,0.211226587
199880,133341,0.211226587
199882,146575,0.295341016
199882,192238,0.242807061
199882,109824,0.211226587
199882,125958,0.692957252
199882,79309,0.312275159
199882,42782,0.937697667
199884,36155,0.211226587
199884,5444,0.71943926
199884,150640,0.939191523
199884,155463,0.939191523
199884,247800,0.929737142
199884,152366,0.340996218
199886,134307,0.211226587
199886,255399,0.211226587
199886,155743,0.344325826
199886,151269,0.929737142
199886,200432,0.211226587
199886,87913,0.34516929
199890,114634,0.673642678
199890,151926,0.335170026
199890,190001,0.331751964
199890,286440,0.338288341
199890,48289,0.211226587
199890,141713,0.340996218
199891,32135,0.342461413
199891,244657,0.716649429
199891,117789,0.211226587
199891,45103,0.211226587
199891,279606,0.938820807
199891,280110,0.211226587
199894,279067,0.35882746
199894,15811,0.346553447
199894,250006,0.3544215
199894,31746,0.925327432
199894,251949,0.284876782
199894,9592,0.294497552
199895,195551,0.929737142
199895,69797,0.946464667
199895,59891,0.33656356
199895,249919,0.211226587
199895,229468,0.938820807
199895,276415,0.340996218
199896,175151,0.715148025
199896,101756,0.211226587
199896,222456,0.923819409
199896,183890,0.939191523
199896,42748,0.211226587
199896,59296,0.211226587
199899,30902,0.715148025
199899,54300,0.211226587
199899,46394,0.211226587
199899,236744,0.682166513
199899,40880,0.211226587
199899,210352,0.64765743
199900,219739,0.211226587
199900,287949,0.211226587
199900,23822,0.64765743
199900,44210,0.211226587
199900,261886,0.64765743
199900,110099,0.211226587
199902,111243,0.717213029
199902,124466,0.7251861
199902,263958,0.946464667
199902,249140,0.211226587
199902,298,0.211226587
199902,127445,0.709240296
199907,64481,0.715148025
199907,61826,0.715148025
199907,54636,0.338288341
199907,52391,0.211226587
199907,172050,0.715148025
199907,78355,0.335170026
199911,152843,0.211226587
199911,23252,0.340996218
199911,170920,0.929737142
199911,21878,0.927151737
199911,50179,0.211226587
199911,229538,0.929737142
199912,252021,0.211226587
199912,125831,0.638143046
199912,233293,0.211226587
199912,286721,0.211226587
199912,87357,0.211226587
199912,188926,0.211226587
199914,284745,0.714549655
199914,137479,0.211226587
199914,94531,0.715381408
199914,295555,0.715381408
199914,262472,0.211226587
199914,78278,0.211226587
199915,118642,0.211226587
199915,252839,0.211226587
199915,232361,0.64765743
199915,11535,0.938627923
199915,266171,0.632321423
199915,29554,0.929737142
199918,251164,0.929737142
199918,114265,0.335170026
199918,103426,0.340996218
199918,138333,0.929737142
199918,150958,0.211226587
199918,242417,0.941888303
199920,237580,0.929737142
199920,138590,0.211226587
199920,77933,0.936528149
199920,247578,0.676306052
199920,144100,0.929737142
199920,106344,0.705343672
199921,48891,0.695561504
199921,175928,0.335170026
199921,143902,0.211226587
199921,95242,0.64765743
199921,198864,0.413341401
199921,76816,0.211226587
199924,108161,0.33656356
199924,16078,0.931309465
199924,120535,0.890697822
199924,54651,0.211226587
199924,49904,0.211226587
199924,62568,0.211226587
199926,142473,0.211226587
199926,180224,0.211226587
199926,73940,0.211226587
199926,44783,0.716649429
199926,139444,0.211226587
199926,41368,0.717213029
199928,137693,0.929737142
199928,87125,0.211226587
199928,171481,0.929737142
199928,251278,0.211226587
199928,65142,0.211226587
199928,215837,0.929737142
199931,140334,0.211226587
199931,90442,0.339343098
199931,161183,0.929737142
199931,242657,0.211226587
199931,149874,0.714549655
199931,122518,0.211226587
199932,131954,0.211226587
199932,68360,0.211226587
199932,119027,0.64765743
199932,284320,0.211226587
199932,104542,0.211226587
199932,2924,0.338288341
199934,222840,0.240193547
199934,18198,0.638143046
199934,37960,0.294497552
199934,250816,0.900382618
199934,170214,0.881296641
199934,44222,0.89861197
199936,32596,0.929737142
199936,12969,0.211226587
199936,216902,0.211226587
199936,89110,0.638143046
199936,71574,0.929737142
199936,245276,0.211226587
199937,20538,0.211226587
199937,151964,0.926440243
199937,171735,0.64765743
199937,163166,0.926440243
199937,95326,0.211226587
199937,270004,0.926129503
199939,111062,0.211226587
199939,223859,0.64765743
199939,165847,0.211226587
199939,245574,0.211226587
199939,171700,0.211226587
199939,12922,0.638143046
199941,135759,0.937697667
199941,261128,0.211226587
199941,220067,0.211226587
199941,191060,0.929737142
199941,45668,0.717213029
199941,92843,0.211226587
199944,67182,0.211226587
199944,281157,0.93743739
199944,18733,0.93743739
199944,166911,0.211226587
199944,181496,0.93743739
199944,118642,0.211226587
199947,107099,0.211226587
199947,99698,0.211226587
199947,196040,0.211226587
199947,52853,0.675707682
199947,19388,0.211226587
199947,163568,0.937697667
199949,157403,0.64765743
199949,262177,0.64765743
199949,187117,0.211226587
199949,73710,0.211226587
199949,157478,0.64765743
199949,48583,0.211226587
199954,44782,0.936528149
199954,75676,0.712484651
199954,144640,0.211226587
199954,277674,0.211226587
199954,85063,0.712484651
199954,92599,0.211226587
199955,264558,0.938606908
199955,224104,0.342461413
199955,267631,0.211226587
199955,152820,0.211226587
199955,99223,0.929737142
199955,111277,0.715381408
199958,248267,0.211226587
199958,202112,0.211226587
199958,7740,0.937697667
199958,263828,0.903679052
199958,37057,0.211226587
199958,43391,0.938606908
199961,72011,0.712484651
199961,85844,0.923585179
199961,17790,0.211226587
199961,12010,0.941888303
199961,203948,0.936528149
199961,44094,0.211226587
199962,14689,0.938606908
199962,39799,0.211226587
199962,39602,0.211226587
199962,38287,0.718298534
199962,63433,0.34516929
199962,250006,0.211226587
199963,202739,0.712484651
199963,214979,0.331045867
199963,2843,0.211226587
199963,132003,0.211226587
199963,183159,0.64765743
199963,222425,0.929737142
199966,94498,0.344325826
199966,85844,0.938606908
199966,17907,0.211226587
199966,6173,0.934540497
199966,156103,0.34516929
199966,4310,0.344325826
199973,9810,0.707175292
199973,143588,0.93743739
199973,257449,0.713316404
199973,39447,0.211226587
199973,204267,0.335170026
199973,172907,0.211226587
199974,295907,0.211226587
199974,10628,0.929737142
199974,286329,0.929737142
199974,73886,0.211226587
199974,70203,0.211226587
199974,282197,0.929737142
199976,125958,0.714584426
199976,138333,0.936528149
199976,63855,0.342380375
199976,88123,0.712484651
199976,188301,0.715148025
199976,116957,0.211226587
199977,293108,0.670566805
199977,211659,0.211226587
199977,61827,0.681932918
199977,12127,0.211226587
199977,153742,0.331045867
199977,281844,0.639684697
199981,244686,0.33656356
199981,190154,0.925271189
199981,206026,0.211226587
199981,260780,0.211226587
199981,142675,0.211226587
199981,154382,0.926845559
199982,220973,0.715381408
199982,79550,0.211226587
199982,183431,0.211226587
199982,114059,0.929737142
199982,120535,0.211226587
199982,189306,0.723644449
199983,240746,0.346553447
199983,163720,0.211226587
199983,6330,0.346553447
199983,47483,0.733158833
199983,4102,0.733158833
199983,245818,0.211226587
199984,199756,0.936528149
199984,66754,0.211226587
199984,268182,0.936528149
199984,197751,0.211226587
199984,135194,0.701346964
199984,254703,0.211226587
199989,174481,0.926102942
199989,133167,0.211226587
199989,184197,0.93743739
199989,145221,0.924118915
199989,70738,0.33656356
199989,48244,0.338288341
199991,108560,0.288294844
199991,152985,0.341541767
199991,200612,0.705792193
199991,18684,0.292633139
199991,32651,0.34516929
199991,247852,0.236775485
199996,75564,0.929737142
199996,154321,0.929737142
199996,61539,0.211226587
199996,44110,0.211226587
199996,237168,0.211226587
199996,58813,0.211226587
199997,210679,0.930785574
199997,5791,0.340996218
199997,233951,0.331751964
199997,12756,0.713316404
199997,37154,0.929737142
199997,215013,0.211226587
200000,28885,0.211226587
200000,245668,0.929737142
200000,66741,0.64765743
200000,61924,0.929737142
200000,156098,0.211226587
200000,275159,0.211226587
200008,104154,0.211226587
200008,46876,0.211226587
200008,256560,0.638143046
200008,67905,0.937359902
200008,1139,0.688707186
200008,141686,0.211226587
200011,12596,0.211226587
200011,9135,0.338288341
200011,120099,0.927563847
200011,34204,0.340996218
200011,206993,0.918480181
200011,185400,0.923778063
200015,238871,0.211226587
200015,231629,0.211226587
200015,232699,0.211226587
200015,42375,0.64765743
200015,288583,0.211226587
200015,291248,0.64765743
200017,214205,0.211226587
200017,69801,0.34516929
200017,172315,0.946464667
200017,237086,0.946464667
200017,248372,0.211226587
200017,250952,0.211226587
200020,160977,0.715148025
200020,102918,0.211226587
200020,35714,0.211226587
200020,177509,0.936528149
200020,21102,0.715148025
200020,254344,0.236775485
200022,78599,0.211226587
200022,69145,0.33656356
200022,14434,0.937697667
200022,251839,0.338288341
200022,52131,0.717213029
200022,201326,0.939906313
200024,65495,0.211226587
200024,256187,0.704054841
200024,38735,0.340996218
200024,142844,0.211226587
200024,206527,0.335170026
200024,202088,0.211226587
200031,30877,0.926816212
200031,8244,0.706488963
200031,130183,0.211226587
200031,198762,0.342461413
200031,34503,0.926816212
200031,227283,0.716649429
200032,218377,0.211226587
200032,110262,0.211226587
200032,18681,0.929737142
200032,138493,0.929737142
200032,64167,0.929737142
200032,22820,0.211226587
200033,238637,0.937359902
200033,280510,0.937359902
200033,81561,0.64765743
200033,154323,0.211226587
200033,246110,0.929737142
200033,115430,0.211226587
200034,59870,0.211226587
200034,258228,0.211226587
200034,57481,0.929737142
200034,289146,0.211226587
200034,193705,0.211226587
200034,216403,0.929737142
200039,33786,0.946464667
200039,93820,0.709240296
200039,158950,0.294497552
200039,129597,0.733158833
200039,64855,0.340996218
200039,9222,0.340152754
200042,52853,0.33656356
200042,155158,0.93743739
200042,110558,0.929737142
200042,174226,0.33656356
200042,160629,0.939191523
200042,97838,0.338288341
200044,276970,0.211226587
200044,144465,0.211226587
200044,237953,0.929737142
200044,273540,0.929737142
200044,65494,0.638143046
200044,237561,0.937359902
200045,278533,0.236775485
200045,36514,0.938820807
200045,192445,0.929737142
200045,5114,0.211226587
200045,206449,0.211226587
200045,172949,0.929737142
200046,153923,0.891317457
200046,82066,0.294497552
200046,106788,0.71943926
200046,234917,0.717897609
200046,232322,0.926129503
200046,7858,0.690293879
200049,140281,0.211226587
200049,68473,0.211226587
200049,110918,0.211226587
200049,262523,0.211226587
200049,146264,0.211226587
200049,63340,0.64765743
200053,275356,0.712484651
200053,224601,0.211226587
200053,266176,0.331045867
200053,266936,0.211226587
200053,236876,0.69906218
200053,248056,0.211226587
200054,258428,0.312275159
200054,155798,0.715381408
200054,196987,0.294497552
200054,241475,0.346553447
200054,198197,0.718597186
200054,153172,0.716649429
200055,52198,0.929737142
200055,233815,0.211226587
200055,175557,0.211226587
200055,59101,0.211226587
200055,56695,0.929737142
200055,134398,0.64765743
200061,96084,0.211226587
200061,79655,0.927563383
200061,87277,0.928540017
200061,137432,0.211226587
200061,126448,0.937651289
200061,165136,0.294497552
200062,409,0.211226587
200062,274169,0.64765743
200062,34583,0.211226587
200062,267994,0.211226587
200062,282197,0.64765743
200062,120246,0.211226587
200063,197591,0.211226587
200063,65494,0.341214051
200063,279986,0.942808484
200063,1779,0.257597485
200063,39137,0.355715686
200063,237564,0.257597485
200065,179571,0.211226587
200065,196286,0.211226587
200065,26875,0.929737142
200065,119451,0.64765743
200065,227397,0.211226587
200065,243829,0.639684697
200066,252312,0.939191523
200066,214595,0.939191523
200066,247413,0.211226587
200066,163568,0.939797442
200066,133542,0.211226587
200066,281136,0.211226587
200067,10177,0.211226587
200067,50554,0.211226587
200067,238616,0.64765743
200067,174122,0.929737142
200067,243032,0.211226587
200067,131043,0.211226587
200069,8669,0.936528149
200069,131703,0.211226587
200069,125825,0.33656356
200069,248957,0.936528149
200069,10794,0.211226587
200069,218715,0.936528149
200070,104207,0.211226587
200070,39252,0.715148025
200070,271459,0.211226587
200070,191512,0.929737142
200070,124239,0.211226587
200070,219295,0.929737142
200071,110406,0.211226587
200071,286617,0.712484651
200071,151553,0.211226587
200071,291135,0.680779495
200071,226251,0.211226587
200071,233170,0.211226587
200072,128068,0.211226587
200072,101141,0.339343098
200072,272622,0.937697667
200072,29894,0.936545394
200072,36641,0.939517577
200072,63433,0.211226587
200073,30193,0.211226587
200073,52063,0.929737142
200073,28167,0.929737142
200073,277867,0.211226587
200073,175274,0.211226587
200073,260816,0.64765743
200074,269977,0.354654388
200074,276467,0.717213029
200074,210679,0.335170026
200074,38502,0.942092031
200074,289311,0.211226587
200074,142078,0.354654388
200077,112017,0.338288341
200077,179993,0.705075888
200077,51632,0.211226587
200077,98279,0.211226587
200077,142715,0.64765743
200077,127917,0.211226587
200081,73524,0.711484393
200081,164949,0.940361041
200081,193711,0.938606908
200081,207829,0.211226587
200081,10062,0.342461413
200081,30624,0.211226587
200083,38933,0.704054841
200083,76639,0.211226587
200083,126581,0.941888303
200083,106736,0.211226587
200083,147920,0.211226587
200083,66989,0.905062072
200084,56551,0.211226587
200084,292483,0.211226587
200084,232515,0.338288341
200084,93839,0.211226587
200084,216153,0.340996218
200084,14869,0.941888303
200085,49158,0.926102942
200085,172871,0.211226587
200085,134106,0.211226587
200085,284406,0.211226587
200085,138809,0.331751964
200085,32503,0.93743739
200096,16581,0.33656356
200096,45935,0.929737142
200096,188471,0.211226587
200096,68144,0.929737142
200096,130934,0.929737142
200096,218442,0.340996218
200098,285456,0.211226587
200098,289558,0.211226587
200098,243829,0.941888303
200098,278152,0.939191523
200098,21220,0.211226587
200098,278582,0.929737142
200099,173182,0.632321423
200099,239473,0.929737142
200099,276334,0.335170026
200099,41892,0.211226587
200099,85375,0.211226587
200099,159970,0.929737142
200100,143734,0.929737142
200100,29345,0.211226587
200100,274810,0.211226587
200100,37816,0.211226587
200100,10628,0.64765743
200100,173495,0.929737142
200101,156642,0.211226587
200101,103861,0.689905651
200101,203386,0.288294844
200101,251902,0.288294844
200101,228077,0.679195549
200101,239984,0.294497552
200104,1066,0.937359902
200104,38453,0.937359902
200104,191718,0.211226587
200104,112280,0.211226587
200104,99178,0.929737142
200104,282514,0.211226587
200105,157843,0.639684697
200105,20968,0.211226587
200105,179956,0.639684697
200105,150250,0.211226587
200105,85659,0.639684697
200105,152229,0.211226587
200106,67182,0.924148779
200106,181408,0.211226587
200106,67509,0.936528149
200106,72517,0.937359902
200106,84948,0.354654388
200106,152491,0.354654388
200112,24444,0.335170026
200112,107026,0.335170026
200112,100877,0.701346964
200112,182869,0.211226587
200112,71923,0.701346964
200112,255284,0.701346964
200116,149496,0.937359902
200116,126940,0.211226587
200116,80138,0.211226587
200116,288583,0.211226587
200116,106102,0.918480181
200116,272638,0.933370979
200117,111183,0.211226587
200117,118407,0.937359902
200117,221371,0.211226587
200117,215325,0.211226587
200117,29256,0.708145824
200117,159641,0.936528149
200118,63358,0.211226587
200118,284107,0.929737142
200118,77125,0.929737142
200118,240379,0.211226587
200118,243335,0.211226587
200118,153923,0.211226587
200124,78157,0.211226587
200124,162126,0.211226587
200124,284066,0.211226587
200124,158428,0.211226587
200124,280405,0.64765743
200124,112595,0.64765743
200126,157702,0.712484651
200126,263539,0.929737142
200126,157784,0.929737142
200126,174788,0.714584426
200126,141773,0.338288341
200126,57701,0.340996218
200127,159548,0.331751964
200127,70524,0.211226587
200127,180109,0.939191523
200127,115656,0.939191523
200127,10453,0.211226587
200127,150618,0.93743739
200128,62961,0.946464667
200128,285837,0.938820807
200128,129803,0.929737142
200128,141637,0.211226587
200128,208113,0.709240296
200128,105251,0.707140892
200138,189306,0.928569828
200138,190567,0.715148025
200138,66946,0.211226587
200138,293300,0.712484651
200138,201191,0.64765743
200138,151866,0.924148779
200140,214979,0.924118915
200140,283715,0.236775485
200140,210549,0.340996218
200140,159580,0.211226587
200140,2578,0.340996218
200140,158633,0.211226587
200141,229894,0.716649429
200141,250273,0.713316404
200141,178659,0.335170026
200141,120563,0.707140892
200141,201191,0.211226587
200141,47420,0.211226587
200143,8486,0.211226587
200143,187136,0.211226587
200143,216914,0.64765743
200143,131171,0.236775485
200143,51859,0.211226587
200143,273031,0.934733927
200145,168855,0.674211038
200145,89740,0.331045867
200145,255196,0.681611248
200145,59168,0.211226587
200145,164892,0.211226587
200145,232758,0.211226587
200148,16367,0.331751964
200148,144472,0.335170026
200148,138863,0.936528149
200148,40651,0.342380375
200148,159549,0.335170026
200148,72771,0.331751964
200151,33126,0.340996218
200151,23938,0.939191523
200151,213415,0.211226587
200151,78176,0.338288341
200151,170506,0.936528149
200151,177409,0.933370979
200152,255924,0.678807321
200152,187117,0.64765743
200152,193934,0.941888303
200152,20736,0.211226587
200152,210372,0.211226587
200152,225472,0.338288341
200154,14467,0.211226587
200154,46390,0.718298534
200154,56423,0.211226587
200154,255924,0.939797442
200154,152033,0.335170026
200154,183027,0.33656356
200155,160843,0.939797442
200155,257449,0.939517577
200155,14995,0.211226587
200155,4359,0.344325826
200155,134877,0.939797442
200155,113416,0.211226587
200156,249323,0.211226587
200156,270454,0.929737142
200156,133594,0.934466635
200156,201706,0.929737142
200156,94893,0.340152754
200156,70945,0.338288341
200158,275149,0.211226587
200158,286433,0.716649429
200158,146448,0.64765743
200158,177585,0.638143046
200158,128066,0.292633139
200158,214871,0.938820807
200159,238869,0.705075888
200159,211335,0.211226587
200159,279176,0.936528149
200159,26075,0.211226587
200159,206537,0.211226587
200159,274931,0.705075888
200160,173982,0.346553447
200160,191762,0.938820807
200160,111151,0.211226587
200160,293195,0.211226587
200160,231680,0.211226587
200160,103933,0.935112263
200162,227617,0.930631343
200162,211864,0.929737142
200162,171714,0.211226587
200162,204679,0.335170026
200162,131352,0.211226587
200162,57671,0.211226587
200163,5852,0.638143046
200163,31440,0.211226587
200163,216055,0.929737142
200163,90370,0.211226587
200163,113841,0.929737142
200163,82698,0.929737142
200165,244256,0.340996218
200165,226077,0.939191523
200165,235981,0.331751964
200165,54084,0.939191523
200165,46922,0.941888303
200165,118861,0.211226587
200166,193878,0.211226587
200166,152465,0.211226587
200166,282686,0.211226587
200166,58283,0.211226587
200166,249972,0.211226587
200166,49989,0.211226587
200168,33106,0.302201709
200168,170773,0.211226587
200168,40055,0.211226587
200168,121501,0.211226587
200168,226576,0.211226587
200168,75322,0.302201709
200173,153297,0.211226587
200173,293022,0.64765743
200173,255190,0.211226587
200173,232699,0.929737142
200173,288329,0.211226587
200173,118642,0.929737142
200174,94893,0.240193547
200174,137908,0.211226587
200174,87687,0.929737142
200174,281141,0.211226587
200174,106183,0.938606908
200174,96153,0.927563847
200176,74079,0.340152754
200176,141029,0.211226587
200176,216094,0.340996218
200176,213072,0.936528149
200176,213238,0.338288341
200176,135745,0.211226587
200179,13,0.211226587
200179,203607,0.211226587
200179,145146,0.211226587
200179,131564,0.923564164
200179,59296,0.916418667
200179,75833,0.918480181
200182,198544,0.211226587
200182,121002,0.941888303
200182,295485,0.939191523
200182,145607,0.335170026
200182,219744,0.93743739
200182,274874,0.211226587
200186,141772,0.211226587
200186,291044,0.929737142
200186,56317,0.211226587
200186,205730,0.929737142
200186,69847,0.929737142
200186,185363,0.211226587
200191,225926,0.211226587
200191,216514,0.926129503
200191,129085,0.929737142
200191,156250,0.211226587
200191,165227,0.211226587
200191,41301,0.929737142
200193,129391,0.211226587
200193,230030,0.211226587
200193,154493,0.929737142
200193,284157,0.929737142
200193,292109,0.929737142
200193,238779,0.64765743
200195,5791,0.211226587
200195,95871,0.929737142
200195,41833,0.929737142
200195,155580,0.64765743
200195,255065,0.929737142
200195,177409,0.211226587
200198,73557,0.712484651
200198,8244,0.938627923
200198,291338,0.211226587
200198,207050,0.713316404
200198,181457,0.340996218
200198,50020,0.33656356
200203,3800,0.929737142
200203,271107,0.929737142
200203,175306,0.211226587
200203,151596,0.929737142
200203,208948,0.211226587
200203,1618,0.929737142
200205,211280,0.340996218
200205,262177,0.64765743
200205,259375,0.705343672
200205,143817,0.335170026
200205,14498,0.712484651
200205,88636,0.211226587
200207,122157,0.64765743
200207,24705,0.211226587
200207,279879,0.64765743
200207,9277,0.211226587
200207,135181,0.211226587
200207,162591,0.211226587
200209,238389,0.673642678
200209,175144,0.676306052
200209,57187,0.211226587
200209,239551,0.335170026
200209,255270,0.211226587
200209,109024,0.703802021
200212,193003,0.939906313
200212,138112,0.335925036
200212,195566,0.211226587
200212,228469,0.720484252
200212,166,0.64765743
200212,80339,0.236775485
200213,79224,0.211226587
200213,183527,0.929737142
200213,10877,0.707698645
200213,194256,0.938606908
200213,18749,0.348275301
200213,223164,0.939517577
200216,49426,0.211226587
200216,180231,0.344325826
200216,190549,0.707140892
200216,108120,0.339343098
200216,52700,0.211226587
200216,157492,0.211226587
200217,222878,0.211226587
200217,46242,0.348275301
200217,210305,0.211226587
200217,245382,0.638143046
200217,176480,0.727411993
200217,221725,0.717213029
200223,45171,0.211226587
200223,48871,0.211226587
200223,21780,0.211226587
200223,158155,0.211226587
200223,189751,0.211226587
200223,87330,0.64765743
200224,204859,0.211226587
200224,268606,0.881296641
200224,228063,0.211226587
200224,73335,0.938606908
200224,110276,0.211226587
200224,216698,0.342461413
200229,98915,0.211226587
200229,122251,0.929737142
200229,205329,0.211226587
200229,48961,0.929737142
200229,92035,0.936528149
200229,151596,0.335170026
200232,169756,0.211226587
200232,93820,0.211226587
200232,97179,0.639684697
200232,31731,0.713316404
200232,88231,0.716233531
200232,225018,0.211226587
200234,52617,0.339343098
200234,243325,0.211226587
200234,193350,0.342461413
200234,35632,0.211226587
200234,219182,0.211226587
200234,71455,0.34516929
200236,92180,0.713316404
200236,92169,0.703802021
200236,14141,0.340996218
200236,255647,0.923546919
200236,44744,0.211226587
200236,27608,0.211226587
200237,6675,0.211226587
200237,176102,0.387240485
200237,16164,0.720484252
200237,18289,0.339343098
200237,170773,0.342461413
200237,242779,0.717213029
200240,125944,0.64765743
200240,167292,0.335170026
200240,165847,0.64765743
200240,253028,0.717897609
200240,204533,0.211226587
200240,189540,0.211226587
200241,174498,0.64765743
200241,66685,0.211226587
200241,125642,0.929737142
200241,134945,0.64765743
200241,188867,0.211226587
200241,178429,0.211226587
200242,184307,0.211226587
200242,202042,0.211226587
200242,264028,0.211226587
200242,59317,0.639684697
200242,269792,0.93743739
200242,142905,0.335170026
200243,13495,0.939191523
200243,263280,0.340152754
200243,159305,0.211226587
200243,239829,0.941888303
200243,285007,0.632321423
200243,140645,0.284876782
200250,73557,0.335170026
200250,54690,0.64765743
200250,278136,0.211226587
200250,52063,0.211226587
200250,258828,0.933370979
200250,291128,0.929737142
200251,23559,0.211226587
200251,149318,0.211226587
200251,19780,0.211226587
200251,186248,0.211226587
200251,279481,0.211226587
200251,90712,0.211226587
200256,253277,0.705070042
200256,136899,0.211226587
200256,58360,0.936528149
200256,90712,0.924148779
200256,189544,0.211226587
200256,278106,0.340996218
200257,167873,0.342461413
200257,161009,0.244531842
200257,201147,0.930356776
200257,261450,0.922654923
200257,165215,0.211226587
200257,23103,0.939797442
200258,26097,0.939797442
200258,24997,0.211226587
200258,191995,0.64765743
200258,198880,0.211226587
200258,211753,0.942092031
200258,76685,0.938820807
200263,207212,0.936528149
