,UserID,TrackID,Score
194,199868,79604,0.0
195,199868,218286,0.0
196,199868,122067,1.0
197,199868,257899,1.0
198,199873,8379,0.0
199,199873,217580,0.0
200,199873,65230,1.0
201,199873,65855,0.0
202,199873,241597,1.0
203,199873,187050,1.0
204,199876,257097,1.0
205,199876,277360,1.0
206,199876,69317,0.0
207,199876,47894,0.0
208,199876,102449,1.0
209,199876,267088,0.0
210,199880,266143,0.0
211,199880,224615,1.0
212,199880,154327,0.0
213,199880,14107,1.0
214,199880,22640,0.0
215,199880,133341,1.0
216,199882,146575,0.0
217,199882,192238,0.0
218,199882,109824,0.0
219,199882,125958,1.0
220,199882,79309,1.0
221,199882,42782,1.0
222,199884,36155,0.0
223,199884,5444,0.0
224,199884,150640,1.0
225,199884,155463,1.0
226,199884,247800,1.0
227,199884,152366,0.0
228,199886,134307,0.0
229,199886,255399,0.0
230,199886,155743,1.0
231,199886,151269,1.0
232,199886,200432,0.0
233,199886,87913,1.0
234,199890,114634,1.0
235,199890,151926,1.0
236,199890,190001,0.0
237,199890,286440,0.0
238,199890,48289,0.0
239,199890,141713,1.0
240,199891,32135,1.0
241,199891,244657,1.0
242,199891,117789,0.0
243,199891,45103,0.0
244,199891,279606,1.0
245,199891,280110,0.0
246,199894,279067,1.0
247,199894,15811,0.0
248,199894,250006,1.0
249,199894,31746,1.0
250,199894,251949,0.0
251,199894,9592,0.0
252,199895,195551,1.0
253,199895,69797,1.0
254,199895,59891,0.0
255,199895,249919,0.0
256,199895,229468,1.0
257,199895,276415,0.0
258,199896,175151,1.0
259,199896,101756,0.0
260,199896,222456,1.0
261,199896,183890,1.0
262,199896,42748,0.0
263,199896,59296,0.0
264,199899,30902,1.0
265,199899,54300,0.0
266,199899,46394,0.0
267,199899,236744,1.0
268,199899,40880,0.0
269,199899,210352,1.0
270,199900,219739,0.0
271,199900,287949,0.0
272,199900,23822,1.0
273,199900,44210,0.0
274,199900,261886,1.0
275,199900,110099,1.0
276,199902,111243,1.0
277,199902,124466,1.0
278,199902,263958,1.0
279,199902,249140,0.0
280,199902,298,0.0
281,199902,127445,0.0
282,199907,64481,1.0
283,199907,61826,1.0
284,199907,54636,0.0
285,199907,52391,0.0
286,199907,172050,1.0
287,199907,78355,0.0
288,199911,152843,0.0
289,199911,23252,0.0
290,199911,170920,1.0
291,199911,21878,1.0
292,199911,50179,0.0
293,199911,229538,1.0
294,199912,252021,0.0
295,199912,125831,1.0
296,199912,233293,0.0
297,199912,286721,0.0
298,199912,87357,1.0
299,199912,188926,1.0
300,199914,284745,1.0
301,199914,137479,0.0
302,199914,94531,1.0
303,199914,295555,1.0
304,199914,262472,0.0
305,199914,78278,0.0
306,199915,118642,0.0
307,199915,252839,0.0
308,199915,232361,0.0
309,199915,11535,1.0
310,199915,266171,1.0
311,199915,29554,1.0
312,199918,251164,1.0
313,199918,114265,0.0
314,199918,103426,0.0
315,199918,138333,1.0
316,199918,150958,0.0
317,199918,242417,1.0
318,199920,237580,1.0
319,199920,138590,0.0
320,199920,77933,1.0
321,199920,247578,0.0
322,199920,144100,1.0
323,199920,106344,0.0
324,199921,48891,1.0
325,199921,175928,0.0
326,199921,143902,0.0
327,199921,95242,1.0
328,199921,198864,1.0
329,199921,76816,0.0
330,199924,108161,1.0
331,199924,16078,1.0
332,199924,120535,1.0
333,199924,54651,0.0
334,199924,49904,0.0
335,199924,62568,0.0
336,199926,142473,0.0
337,199926,180224,0.0
338,199926,73940,0.0
339,199926,44783,1.0
340,199926,139444,1.0
341,199926,41368,1.0
342,199928,137693,1.0
343,199928,87125,0.0
344,199928,171481,1.0
345,199928,251278,0.0
346,199928,65142,0.0
347,199928,215837,1.0
348,199931,140334,0.0
349,199931,90442,1.0
350,199931,161183,1.0
351,199931,242657,0.0
352,199931,149874,1.0
353,199931,122518,0.0
354,199932,131954,0.0
355,199932,68360,0.0
356,199932,119027,1.0
357,199932,284320,0.0
358,199932,104542,1.0
359,199932,2924,1.0
360,199934,222840,0.0
361,199934,18198,0.0
362,199934,37960,0.0
363,199934,250816,1.0
364,199934,170214,1.0
365,199934,44222,1.0
366,199936,32596,1.0
367,199936,12969,0.0
368,199936,216902,0.0
369,199936,89110,1.0
370,199936,71574,1.0
371,199936,245276,0.0
372,199937,20538,0.0
373,199937,151964,1.0
374,199937,171735,0.0
375,199937,163166,1.0
376,199937,95326,0.0
377,199937,270004,1.0
378,199939,111062,0.0
379,199939,223859,1.0
380,199939,165847,0.0
381,199939,245574,0.0
382,199939,171700,1.0
383,199939,12922,1.0
384,199941,135759,1.0
385,199941,261128,0.0
386,199941,220067,0.0
387,199941,191060,1.0
388,199941,45668,1.0
389,199941,92843,0.0
390,199944,67182,0.0
391,199944,281157,1.0
392,199944,18733,1.0
393,199944,166911,0.0
394,199944,181496,1.0
395,199944,118642,0.0
396,199947,107099,0.0
397,199947,99698,0.0
398,199947,196040,0.0
399,199947,52853,1.0
400,199947,19388,1.0
401,199947,163568,1.0
402,199949,157403,1.0
403,199949,262177,1.0
404,199949,187117,0.0
405,199949,73710,0.0
406,199949,157478,1.0
407,199949,48583,0.0
408,199954,44782,1.0
409,199954,75676,1.0
410,199954,144640,0.0
411,199954,277674,0.0
412,199954,85063,1.0
413,199954,92599,0.0
414,199955,264558,1.0
415,199955,224104,0.0
416,199955,267631,0.0
417,199955,152820,0.0
418,199955,99223,1.0
419,199955,111277,1.0
420,199958,248267,0.0
421,199958,202112,0.0
422,199958,7740,1.0
423,199958,263828,1.0
424,199958,37057,0.0
425,199958,43391,1.0
426,199961,72011,0.0
427,199961,85844,1.0
428,199961,17790,0.0
429,199961,12010,1.0
430,199961,203948,1.0
431,199961,44094,0.0
432,199962,14689,1.0
433,199962,39799,0.0
434,199962,39602,0.0
435,199962,38287,1.0
436,199962,63433,1.0
437,199962,250006,0.0
438,199963,202739,1.0
439,199963,214979,0.0
440,199963,2843,0.0
441,199963,132003,0.0
442,199963,183159,1.0
443,199963,222425,1.0
444,199966,94498,0.0
445,199966,85844,1.0
446,199966,17907,0.0
447,199966,6173,1.0
448,199966,156103,0.0
449,199966,4310,1.0
450,199973,9810,1.0
451,199973,143588,1.0
452,199973,257449,1.0
453,199973,39447,0.0
454,199973,204267,0.0
455,199973,172907,0.0
456,199974,295907,0.0
457,199974,10628,1.0
458,199974,286329,1.0
459,199974,73886,0.0
460,199974,70203,0.0
461,199974,282197,1.0
462,199976,125958,1.0
463,199976,138333,1.0
464,199976,63855,0.0
465,199976,88123,1.0
466,199976,188301,0.0
467,199976,116957,0.0
468,199977,293108,1.0
469,199977,211659,0.0
470,199977,61827,1.0
471,199977,12127,0.0
472,199977,153742,0.0
473,199977,281844,1.0
474,199981,244686,1.0
475,199981,190154,1.0
476,199981,206026,0.0
477,199981,260780,0.0
478,199981,142675,0.0
479,199981,154382,1.0
480,199982,220973,1.0
481,199982,79550,0.0
482,199982,183431,0.0
483,199982,114059,1.0
484,199982,120535,0.0
485,199982,189306,1.0
486,199983,240746,0.0
487,199983,163720,0.0
488,199983,6330,1.0
489,199983,47483,1.0
490,199983,4102,1.0
491,199983,245818,0.0
492,199984,199756,1.0
493,199984,66754,0.0
494,199984,268182,1.0
495,199984,197751,0.0
496,199984,135194,1.0
497,199984,254703,0.0
498,199989,174481,1.0
499,199989,133167,0.0
500,199989,184197,1.0
501,199989,145221,1.0
502,199989,70738,0.0
503,199989,48244,0.0
504,199991,108560,0.0
505,199991,152985,1.0
506,199991,200612,1.0
507,199991,18684,0.0
508,199991,32651,1.0
509,199991,247852,0.0
510,199996,75564,1.0
511,199996,154321,1.0
512,199996,61539,0.0
513,199996,44110,0.0
514,199996,237168,0.0
515,199996,58813,1.0
516,199997,210679,1.0
517,199997,5791,0.0
518,199997,233951,0.0
519,199997,12756,1.0
520,199997,37154,1.0
521,199997,215013,0.0
522,200000,28885,0.0
523,200000,245668,1.0
524,200000,66741,1.0
525,200000,61924,1.0
526,200000,156098,0.0
527,200000,275159,0.0
528,200008,104154,0.0
529,200008,46876,0.0
530,200008,256560,1.0
531,200008,67905,1.0
532,200008,1139,1.0
533,200008,141686,0.0
534,200011,12596,0.0
535,200011,9135,0.0
536,200011,120099,1.0
537,200011,34204,0.0
538,200011,206993,1.0
539,200011,185400,1.0
540,200015,238871,0.0
541,200015,231629,0.0
542,200015,232699,0.0
543,200015,42375,1.0
544,200015,288583,1.0
545,200015,291248,1.0
546,200017,214205,0.0
547,200017,69801,1.0
548,200017,172315,1.0
549,200017,237086,1.0
550,200017,248372,0.0
551,200017,250952,0.0
552,200020,160977,1.0
553,200020,102918,0.0
554,200020,35714,0.0
555,200020,177509,1.0
556,200020,21102,1.0
557,200020,254344,0.0
558,200022,78599,0.0
559,200022,69145,0.0
560,200022,14434,1.0
561,200022,251839,0.0
562,200022,52131,1.0
563,200022,201326,1.0
564,200024,65495,0.0
565,200024,256187,1.0
566,200024,38735,1.0
567,200024,142844,0.0
568,200024,206527,1.0
569,200024,202088,0.0
570,200031,30877,1.0
571,200031,8244,1.0
572,200031,130183,0.0
573,200031,198762,0.0
574,200031,34503,1.0
575,200031,227283,0.0
576,200032,218377,0.0
577,200032,110262,0.0
578,200032,18681,1.0
579,200032,138493,1.0
580,200032,64167,1.0
581,200032,22820,0.0
582,200033,238637,1.0
583,200033,280510,1.0
584,200033,81561,0.0
585,200033,154323,0.0
586,200033,246110,1.0
587,200033,115430,0.0
588,200034,59870,0.0
589,200034,258228,0.0
590,200034,57481,1.0
591,200034,289146,0.0
592,200034,193705,1.0
593,200034,216403,1.0
594,200039,33786,1.0
595,200039,93820,1.0
596,200039,158950,0.0
597,200039,129597,1.0
598,200039,64855,0.0
599,200039,9222,0.0
600,200042,52853,0.0
601,200042,155158,1.0
602,200042,110558,1.0
603,200042,174226,0.0
604,200042,160629,1.0
605,200042,97838,0.0
606,200044,276970,0.0
607,200044,144465,0.0
608,200044,237953,1.0
609,200044,273540,1.0
610,200044,65494,0.0
611,200044,237561,1.0
612,200045,278533,0.0
613,200045,36514,1.0
614,200045,192445,1.0
615,200045,5114,0.0
616,200045,206449,0.0
617,200045,172949,1.0
618,200046,153923,1.0
619,200046,82066,0.0
620,200046,106788,0.0
621,200046,234917,0.0
622,200046,232322,1.0
623,200046,7858,1.0
624,200049,140281,0.0
625,200049,68473,0.0
626,200049,110918,0.0
627,200049,262523,1.0
628,200049,146264,1.0
629,200049,63340,1.0
630,200053,275356,1.0
631,200053,224601,0.0
632,200053,266176,1.0
633,200053,266936,0.0
634,200053,236876,1.0
635,200053,248056,0.0
636,200054,258428,0.0
637,200054,155798,1.0
638,200054,196987,0.0
639,200054,241475,0.0
640,200054,198197,1.0
641,200054,153172,1.0
642,200055,52198,1.0
643,200055,233815,0.0
644,200055,175557,0.0
645,200055,59101,0.0
646,200055,56695,1.0
647,200055,134398,1.0
648,200061,96084,0.0
649,200061,79655,1.0
650,200061,87277,1.0
651,200061,137432,0.0
652,200061,126448,1.0
653,200061,165136,0.0
654,200062,409,0.0
655,200062,274169,1.0
656,200062,34583,0.0
657,200062,267994,0.0
658,200062,282197,1.0
659,200062,120246,1.0
660,200063,197591,0.0
661,200063,65494,1.0
662,200063,279986,1.0
663,200063,1779,0.0
664,200063,39137,1.0
665,200063,237564,0.0
666,200065,179571,0.0
667,200065,196286,0.0
668,200065,26875,1.0
669,200065,119451,1.0
670,200065,227397,0.0
671,200065,243829,1.0
672,200066,252312,1.0
673,200066,214595,1.0
674,200066,247413,0.0
675,200066,163568,1.0
676,200066,133542,0.0
677,200066,281136,0.0
678,200067,10177,0.0
679,200067,50554,0.0
680,200067,238616,1.0
681,200067,174122,1.0
682,200067,243032,0.0
683,200067,131043,1.0
684,200069,8669,1.0
685,200069,131703,0.0
686,200069,125825,0.0
687,200069,248957,1.0
688,200069,10794,0.0
689,200069,218715,1.0
690,200070,104207,0.0
691,200070,39252,1.0
692,200070,271459,0.0
693,200070,191512,1.0
694,200070,124239,0.0
695,200070,219295,1.0
696,200071,110406,0.0
697,200071,286617,1.0
698,200071,151553,0.0
699,200071,291135,1.0
700,200071,226251,0.0
701,200071,233170,1.0
702,200072,128068,0.0
703,200072,101141,0.0
704,200072,272622,1.0
705,200072,29894,1.0
706,200072,36641,1.0
707,200072,63433,0.0
708,200073,30193,0.0
709,200073,52063,1.0
710,200073,28167,1.0
711,200073,277867,0.0
712,200073,175274,0.0
713,200073,260816,1.0
714,200074,269977,0.0
715,200074,276467,1.0
716,200074,210679,0.0
717,200074,38502,1.0
718,200074,289311,0.0
719,200074,142078,1.0
720,200077,112017,1.0
721,200077,179993,1.0
722,200077,51632,0.0
723,200077,98279,0.0
724,200077,142715,1.0
725,200077,127917,0.0
726,200081,73524,1.0
727,200081,164949,1.0
728,200081,193711,1.0
729,200081,207829,0.0
730,200081,10062,0.0
731,200081,30624,0.0
732,200083,38933,1.0
733,200083,76639,0.0
734,200083,126581,1.0
735,200083,106736,0.0
736,200083,147920,0.0
737,200083,66989,1.0
738,200084,56551,0.0
739,200084,292483,0.0
740,200084,232515,1.0
741,200084,93839,0.0
742,200084,216153,1.0
743,200084,14869,1.0
744,200085,49158,1.0
745,200085,172871,0.0
746,200085,134106,0.0
747,200085,284406,0.0
748,200085,138809,1.0
749,200085,32503,1.0
750,200096,16581,0.0
751,200096,45935,1.0
752,200096,188471,0.0
753,200096,68144,1.0
754,200096,130934,1.0
755,200096,218442,0.0
756,200098,285456,0.0
757,200098,289558,0.0
758,200098,243829,1.0
759,200098,278152,1.0
760,200098,21220,0.0
761,200098,278582,1.0
762,200099,173182,1.0
763,200099,239473,1.0
764,200099,276334,0.0
765,200099,41892,0.0
766,200099,85375,0.0
767,200099,159970,1.0
768,200100,143734,1.0
769,200100,29345,0.0
770,200100,274810,0.0
771,200100,37816,0.0
772,200100,10628,1.0
773,200100,173495,1.0
774,200101,156642,0.0
775,200101,103861,1.0
776,200101,203386,0.0
777,200101,251902,0.0
778,200101,228077,1.0
779,200101,239984,1.0
780,200104,1066,1.0
781,200104,38453,1.0
782,200104,191718,0.0
783,200104,112280,0.0
784,200104,99178,1.0
785,200104,282514,0.0
786,200105,157843,1.0
787,200105,20968,0.0
788,200105,179956,1.0
789,200105,150250,0.0
790,200105,85659,1.0
791,200105,152229,0.0
792,200106,67182,1.0
793,200106,181408,0.0
794,200106,67509,1.0
795,200106,72517,1.0
796,200106,84948,0.0
797,200106,152491,0.0
798,200112,24444,0.0
799,200112,107026,0.0
800,200112,100877,1.0
801,200112,182869,0.0
802,200112,71923,1.0
803,200112,255284,1.0
804,200116,149496,1.0
805,200116,126940,0.0
806,200116,80138,0.0
807,200116,288583,0.0
808,200116,106102,1.0
809,200116,272638,1.0
810,200117,111183,0.0
811,200117,118407,1.0
812,200117,221371,0.0
813,200117,215325,0.0
814,200117,29256,1.0
815,200117,159641,1.0
816,200118,63358,0.0
817,200118,284107,1.0
818,200118,77125,1.0
819,200118,240379,0.0
820,200118,243335,0.0
821,200118,153923,1.0
822,200124,78157,0.0
823,200124,162126,0.0
824,200124,284066,0.0
825,200124,158428,1.0
826,200124,280405,1.0
827,200124,112595,1.0
828,200126,157702,0.0
829,200126,263539,1.0
830,200126,157784,1.0
831,200126,174788,1.0
832,200126,141773,0.0
833,200126,57701,0.0
834,200127,159548,0.0
835,200127,70524,0.0
836,200127,180109,1.0
837,200127,115656,1.0
838,200127,10453,0.0
839,200127,150618,1.0
840,200128,62961,1.0
841,200128,285837,1.0
842,200128,129803,1.0
843,200128,141637,0.0
844,200128,208113,0.0
845,200128,105251,0.0
846,200138,189306,1.0
847,200138,190567,1.0
848,200138,66946,0.0
849,200138,293300,0.0
850,200138,201191,0.0
851,200138,151866,1.0
852,200140,214979,1.0
853,200140,283715,0.0
854,200140,210549,1.0
855,200140,159580,0.0
856,200140,2578,1.0
857,200140,158633,0.0
858,200141,229894,1.0
859,200141,250273,1.0
860,200141,178659,0.0
861,200141,120563,1.0
862,200141,201191,0.0
863,200141,47420,0.0
864,200143,8486,0.0
865,200143,187136,0.0
866,200143,216914,1.0
867,200143,131171,1.0
868,200143,51859,0.0
869,200143,273031,1.0
870,200145,168855,1.0
871,200145,89740,1.0
872,200145,255196,1.0
873,200145,59168,0.0
874,200145,164892,0.0
875,200145,232758,0.0
876,200148,16367,1.0
877,200148,144472,0.0
878,200148,138863,1.0
879,200148,40651,0.0
880,200148,159549,0.0
881,200148,72771,1.0
882,200151,33126,0.0
883,200151,23938,1.0
884,200151,213415,0.0
885,200151,78176,0.0
886,200151,170506,1.0
887,200151,177409,1.0
888,200152,255924,1.0
889,200152,187117,1.0
890,200152,193934,1.0
891,200152,20736,0.0
892,200152,210372,0.0
893,200152,225472,0.0
894,200154,14467,0.0
895,200154,46390,1.0
896,200154,56423,0.0
897,200154,255924,1.0
898,200154,152033,1.0
899,200154,183027,0.0
900,200155,160843,1.0
901,200155,257449,1.0
902,200155,14995,0.0
903,200155,4359,0.0
904,200155,134877,1.0
905,200155,113416,0.0
906,200156,249323,0.0
907,200156,270454,1.0
908,200156,133594,1.0
909,200156,201706,1.0
910,200156,94893,0.0
911,200156,70945,0.0
912,200158,275149,0.0
913,200158,286433,1.0
914,200158,146448,1.0
915,200158,177585,0.0
916,200158,128066,0.0
917,200158,214871,1.0
918,200159,238869,1.0
919,200159,211335,0.0
920,200159,279176,1.0
921,200159,26075,0.0
922,200159,206537,0.0
923,200159,274931,1.0
924,200160,173982,1.0
925,200160,191762,1.0
926,200160,111151,0.0
927,200160,293195,0.0
928,200160,231680,0.0
929,200160,103933,1.0
930,200162,227617,1.0
931,200162,211864,1.0
932,200162,171714,0.0
933,200162,204679,1.0
934,200162,131352,0.0
935,200162,57671,0.0
936,200163,5852,0.0
937,200163,31440,0.0
938,200163,216055,1.0
939,200163,90370,0.0
940,200163,113841,1.0
941,200163,82698,1.0
942,200165,244256,0.0
943,200165,226077,1.0
944,200165,235981,0.0
945,200165,54084,1.0
946,200165,46922,1.0
947,200165,118861,0.0
948,200166,193878,0.0
949,200166,152465,0.0
950,200166,282686,0.0
951,200166,58283,1.0
952,200166,249972,1.0
953,200166,49989,1.0
954,200168,33106,1.0
955,200168,170773,0.0
956,200168,40055,0.0
957,200168,121501,0.0
958,200168,226576,1.0
959,200168,75322,1.0
960,200173,153297,0.0
961,200173,293022,1.0
962,200173,255190,0.0
963,200173,232699,1.0
964,200173,288329,0.0
965,200173,118642,1.0
966,200174,94893,0.0
967,200174,137908,0.0
968,200174,87687,1.0
969,200174,281141,0.0
970,200174,106183,1.0
971,200174,96153,1.0
972,200176,74079,1.0
973,200176,141029,0.0
974,200176,216094,1.0
975,200176,213072,1.0
976,200176,213238,0.0
977,200176,135745,0.0
978,200179,13,0.0
979,200179,203607,0.0
980,200179,145146,0.0
981,200179,131564,1.0
982,200179,59296,1.0
983,200179,75833,1.0
984,200182,198544,0.0
985,200182,121002,1.0
986,200182,295485,1.0
987,200182,145607,0.0
988,200182,219744,1.0
989,200182,274874,0.0
990,200186,141772,0.0
991,200186,291044,1.0
992,200186,56317,0.0
993,200186,205730,1.0
994,200186,69847,1.0
995,200186,185363,0.0
996,200191,225926,0.0
997,200191,216514,1.0
998,200191,129085,1.0
999,200191,156250,0.0
1000,200191,165227,0.0
1001,200191,41301,1.0
1002,200193,129391,0.0
1003,200193,230030,0.0
1004,200193,154493,1.0
1005,200193,284157,1.0
1006,200193,292109,1.0
1007,200193,238779,0.0
1008,200195,5791,0.0
1009,200195,95871,1.0
1010,200195,41833,1.0
1011,200195,155580,0.0
1012,200195,255065,1.0
1013,200195,177409,0.0
1014,200198,73557,1.0
1015,200198,8244,1.0
1016,200198,291338,0.0
1017,200198,207050,1.0
1018,200198,181457,0.0
1019,200198,50020,0.0
1020,200203,3800,0.0
1021,200203,271107,1.0
1022,200203,175306,0.0
1023,200203,151596,1.0
1024,200203,208948,0.0
1025,200203,1618,1.0
1026,200205,211280,0.0
1027,200205,262177,1.0
1028,200205,259375,1.0
1029,200205,143817,0.0
1030,200205,14498,1.0
1031,200205,88636,0.0
1032,200207,122157,1.0
1033,200207,24705,0.0
1034,200207,279879,1.0
1035,200207,9277,0.0
1036,200207,135181,0.0
1037,200207,162591,1.0
1038,200209,238389,1.0
1039,200209,175144,1.0
1040,200209,57187,0.0
1041,200209,239551,0.0
1042,200209,255270,0.0
1043,200209,109024,1.0
1044,200212,193003,1.0
1045,200212,138112,0.0
1046,200212,195566,0.0
1047,200212,228469,1.0
1048,200212,166,1.0
1049,200212,80339,0.0
1050,200213,79224,0.0
1051,200213,183527,1.0
1052,200213,10877,0.0
1053,200213,194256,1.0
1054,200213,18749,0.0
1055,200213,223164,1.0
1056,200216,49426,0.0
1057,200216,180231,1.0
1058,200216,190549,1.0
1059,200216,108120,1.0
1060,200216,52700,0.0
1061,200216,157492,0.0
1062,200217,222878,0.0
1063,200217,46242,0.0
1064,200217,210305,0.0
1065,200217,245382,1.0
1066,200217,176480,1.0
1067,200217,221725,1.0
1068,200223,45171,0.0
1069,200223,48871,0.0
1070,200223,21780,0.0
1071,200223,158155,1.0
1072,200223,189751,1.0
1073,200223,87330,1.0
1074,200224,204859,0.0
1075,200224,268606,1.0
1076,200224,228063,0.0
1077,200224,73335,1.0
1078,200224,110276,0.0
1079,200224,216698,1.0
1080,200229,98915,0.0
1081,200229,122251,1.0
1082,200229,205329,0.0
1083,200229,48961,1.0
1084,200229,92035,1.0
1085,200229,151596,0.0
1086,200232,169756,0.0
1087,200232,93820,0.0
1088,200232,97179,1.0
1089,200232,31731,1.0
1090,200232,88231,1.0
1091,200232,225018,0.0
1092,200234,52617,1.0
1093,200234,243325,0.0
1094,200234,193350,1.0
1095,200234,35632,0.0
1096,200234,219182,0.0
1097,200234,71455,1.0
1098,200236,92180,1.0
1099,200236,92169,1.0
1100,200236,14141,0.0
1101,200236,255647,1.0
1102,200236,44744,0.0
1103,200236,27608,0.0
1104,200237,6675,0.0
1105,200237,176102,1.0
1106,200237,16164,1.0
1107,200237,18289,0.0
1108,200237,170773,0.0
1109,200237,242779,1.0
1110,200240,125944,1.0
1111,200240,167292,0.0
1112,200240,165847,1.0
1113,200240,253028,1.0
1114,200240,204533,0.0
1115,200240,189540,0.0
1116,200241,174498,1.0
1117,200241,66685,0.0
1118,200241,125642,1.0
1119,200241,134945,1.0
1120,200241,188867,0.0
1121,200241,178429,0.0
1122,200242,184307,0.0
1123,200242,202042,0.0
1124,200242,264028,0.0
1125,200242,59317,1.0
1126,200242,269792,1.0
1127,200242,142905,1.0
1128,200243,13495,1.0
1129,200243,263280,0.0
1130,200243,159305,0.0
1131,200243,239829,1.0
1132,200243,285007,1.0
1133,200243,140645,0.0
1134,200250,73557,0.0
1135,200250,54690,1.0
1136,200250,278136,0.0
1137,200250,52063,0.0
1138,200250,258828,1.0
1139,200250,291128,1.0
1140,200251,23559,0.0
1141,200251,149318,0.0
1142,200251,19780,0.0
1143,200251,186248,1.0
1144,200251,279481,1.0
1145,200251,90712,1.0
1146,200256,253277,1.0
1147,200256,136899,0.0
1148,200256,58360,1.0
1149,200256,90712,1.0
1150,200256,189544,0.0
1151,200256,278106,0.0
